season,RoundNumber,Country,Location,OfficialEventName,EventDate,EventName,EventFormat,Session1,Session1Date,Session1DateUtc,Session2,Session2Date,Session2DateUtc,Session3,Session3Date,Session3DateUtc,Session4,Session4Date,Session4DateUtc,Session5,Session5Date,Session5DateUtc,F1ApiSupport
2001,16,USA,Indianapolis,,2001-09-30 00:00:00,United States Grand Prix,conventional,Practice 1,,2001-09-28 00:00:00,Practice 2,,2001-09-28 00:00:00,Practice 3,,2001-09-29 00:00:00,Qualifying,,2001-09-29 00:00:00,Race,,2001-09-30 00:00:00,False
2001,17,Japan,Suzuka,,2001-10-14 00:00:00,Japanese Grand Prix,conventional,Practice 1,,2001-10-12 00:00:00,Practice 2,,2001-10-12 00:00:00,Practice 3,,2001-10-13 00:00:00,Qualifying,,2001-10-13 00:00:00,Race,,2001-10-14 00:00:00,False
2002,1,Australia,Melbourne,,2002-03-03 00:00:00,Australian Grand Prix,conventional,Practice 1,,2002-03-01 00:00:00,Practice 2,,2002-03-01 00:00:00,Practice 3,,2002-03-02 00:00:00,Qualifying,,2002-03-02 00:00:00,Race,,2002-03-03 00:00:00,False
2002,2,Malaysia,Kuala Lumpur,,2002-03-17 00:00:00,Malaysian Grand Prix,conventional,Practice 1,,2002-03-15 00:00:00,Practice 2,,2002-03-15 00:00:00,Practice 3,,2002-03-16 00:00:00,Qualifying,,2002-03-16 00:00:00,Race,,2002-03-17 00:00:00,False
2002,3,Brazil,São Paulo,,2002-03-31 00:00:00,Brazilian Grand Prix,conventional,Practice 1,,2002-03-29 00:00:00,Practice 2,,2002-03-29 00:00:00,Practice 3,,2002-03-30 00:00:00,Qualifying,,2002-03-30 00:00:00,Race,,2002-03-31 00:00:00,False
2002,4,Italy,Imola,,2002-04-14 00:00:00,San Marino Grand Prix,conventional,Practice 1,,2002-04-12 00:00:00,Practice 2,,2002-04-12 00:00:00,Practice 3,,2002-04-13 00:00:00,Qualifying,,2002-04-13 00:00:00,Race,,2002-04-14 00:00:00,False
2002,5,Spain,Montmeló,,2002-04-28 00:00:00,Spanish Grand Prix,conventional,Practice 1,,2002-04-26 00:00:00,Practice 2,,2002-04-26 00:00:00,Practice 3,,2002-04-27 00:00:00,Qualifying,,2002-04-27 00:00:00,Race,,2002-04-28 00:00:00,False
2002,6,Austria,Spielberg,,2002-05-12 00:00:00,Austrian Grand Prix,conventional,Practice 1,,2002-05-10 00:00:00,Practice 2,,2002-05-10 00:00:00,Practice 3,,2002-05-11 00:00:00,Qualifying,,2002-05-11 00:00:00,Race,,2002-05-12 00:00:00,False
2002,7,Monaco,Monte-Carlo,,2002-05-26 00:00:00,Monaco Grand Prix,conventional,Practice 1,,2002-05-24 00:00:00,Practice 2,,2002-05-24 00:00:00,Practice 3,,2002-05-25 00:00:00,Qualifying,,2002-05-25 00:00:00,Race,,2002-05-26 00:00:00,False
2002,8,Canada,Montreal,,2002-06-09 00:00:00,Canadian Grand Prix,conventional,Practice 1,,2002-06-07 00:00:00,Practice 2,,2002-06-07 00:00:00,Practice 3,,2002-06-08 00:00:00,Qualifying,,2002-06-08 00:00:00,Race,,2002-06-09 00:00:00,False
2002,9,Germany,Nürburg,,2002-06-23 00:00:00,European Grand Prix,conventional,Practice 1,,2002-06-21 00:00:00,Practice 2,,2002-06-21 00:00:00,Practice 3,,2002-06-22 00:00:00,Qualifying,,2002-06-22 00:00:00,Race,,2002-06-23 00:00:00,False
2002,10,UK,Silverstone,,2002-07-07 00:00:00,British Grand Prix,conventional,Practice 1,,2002-07-05 00:00:00,Practice 2,,2002-07-05 00:00:00,Practice 3,,2002-07-06 00:00:00,Qualifying,,2002-07-06 00:00:00,Race,,2002-07-07 00:00:00,False
2002,11,France,Magny Cours,,2002-07-21 00:00:00,French Grand Prix,conventional,Practice 1,,2002-07-19 00:00:00,Practice 2,,2002-07-19 00:00:00,Practice 3,,2002-07-20 00:00:00,Qualifying,,2002-07-20 00:00:00,Race,,2002-07-21 00:00:00,False
2002,12,Germany,Hockenheim,,2002-07-28 00:00:00,German Grand Prix,conventional,Practice 1,,2002-07-26 00:00:00,Practice 2,,2002-07-26 00:00:00,Practice 3,,2002-07-27 00:00:00,Qualifying,,2002-07-27 00:00:00,Race,,2002-07-28 00:00:00,False
2002,13,Hungary,Budapest,,2002-08-18 00:00:00,Hungarian Grand Prix,conventional,Practice 1,,2002-08-16 00:00:00,Practice 2,,2002-08-16 00:00:00,Practice 3,,2002-08-17 00:00:00,Qualifying,,2002-08-17 00:00:00,Race,,2002-08-18 00:00:00,False
2002,14,Belgium,Spa,,2002-09-01 00:00:00,Belgian Grand Prix,conventional,Practice 1,,2002-08-30 00:00:00,Practice 2,,2002-08-30 00:00:00,Practice 3,,2002-08-31 00:00:00,Qualifying,,2002-08-31 00:00:00,Race,,2002-09-01 00:00:00,False
2002,15,Italy,Monza,,2002-09-15 00:00:00,Italian Grand Prix,conventional,Practice 1,,2002-09-13 00:00:00,Practice 2,,2002-09-13 00:00:00,Practice 3,,2002-09-14 00:00:00,Qualifying,,2002-09-14 00:00:00,Race,,2002-09-15 00:00:00,False
2002,16,USA,Indianapolis,,2002-09-29 00:00:00,United States Grand Prix,conventional,Practice 1,,2002-09-27 00:00:00,Practice 2,,2002-09-27 00:00:00,Practice 3,,2002-09-28 00:00:00,Qualifying,,2002-09-28 00:00:00,Race,,2002-09-29 00:00:00,False
2002,17,Japan,Suzuka,,2002-10-13 00:00:00,Japanese Grand Prix,conventional,Practice 1,,2002-10-11 00:00:00,Practice 2,,2002-10-11 00:00:00,Practice 3,,2002-10-12 00:00:00,Qualifying,,2002-10-12 00:00:00,Race,,2002-10-13 00:00:00,False
2003,1,Australia,Melbourne,,2003-03-09 00:00:00,Australian Grand Prix,conventional,Practice 1,,2003-03-07 00:00:00,Practice 2,,2003-03-07 00:00:00,Practice 3,,2003-03-08 00:00:00,Qualifying,,2003-03-08 00:00:00,Race,,2003-03-09 00:00:00,False
2003,2,Malaysia,Kuala Lumpur,,2003-03-23 00:00:00,Malaysian Grand Prix,conventional,Practice 1,,2003-03-21 00:00:00,Practice 2,,2003-03-21 00:00:00,Practice 3,,2003-03-22 00:00:00,Qualifying,,2003-03-22 00:00:00,Race,,2003-03-23 00:00:00,False
2003,3,Brazil,São Paulo,,2003-04-06 00:00:00,Brazilian Grand Prix,conventional,Practice 1,,2003-04-04 00:00:00,Practice 2,,2003-04-04 00:00:00,Practice 3,,2003-04-05 00:00:00,Qualifying,,2003-04-05 00:00:00,Race,,2003-04-06 00:00:00,False
2003,4,Italy,Imola,,2003-04-20 00:00:00,San Marino Grand Prix,conventional,Practice 1,,2003-04-18 00:00:00,Practice 2,,2003-04-18 00:00:00,Practice 3,,2003-04-19 00:00:00,Qualifying,,2003-04-19 00:00:00,Race,,2003-04-20 00:00:00,False
2003,5,Spain,Montmeló,,2003-05-04 00:00:00,Spanish Grand Prix,conventional,Practice 1,,2003-05-02 00:00:00,Practice 2,,2003-05-02 00:00:00,Practice 3,,2003-05-03 00:00:00,Qualifying,,2003-05-03 00:00:00,Race,,2003-05-04 00:00:00,False
2003,6,Austria,Spielberg,,2003-05-18 00:00:00,Austrian Grand Prix,conventional,Practice 1,,2003-05-16 00:00:00,Practice 2,,2003-05-16 00:00:00,Practice 3,,2003-05-17 00:00:00,Qualifying,,2003-05-17 00:00:00,Race,,2003-05-18 00:00:00,False
2003,7,Monaco,Monte-Carlo,,2003-06-01 00:00:00,Monaco Grand Prix,conventional,Practice 1,,2003-05-30 00:00:00,Practice 2,,2003-05-30 00:00:00,Practice 3,,2003-05-31 00:00:00,Qualifying,,2003-05-31 00:00:00,Race,,2003-06-01 00:00:00,False
2003,8,Canada,Montreal,,2003-06-15 00:00:00,Canadian Grand Prix,conventional,Practice 1,,2003-06-13 00:00:00,Practice 2,,2003-06-13 00:00:00,Practice 3,,2003-06-14 00:00:00,Qualifying,,2003-06-14 00:00:00,Race,,2003-06-15 00:00:00,False
2003,9,Germany,Nürburg,,2003-06-29 00:00:00,European Grand Prix,conventional,Practice 1,,2003-06-27 00:00:00,Practice 2,,2003-06-27 00:00:00,Practice 3,,2003-06-28 00:00:00,Qualifying,,2003-06-28 00:00:00,Race,,2003-06-29 00:00:00,False
2003,10,France,Magny Cours,,2003-07-06 00:00:00,French Grand Prix,conventional,Practice 1,,2003-07-04 00:00:00,Practice 2,,2003-07-04 00:00:00,Practice 3,,2003-07-05 00:00:00,Qualifying,,2003-07-05 00:00:00,Race,,2003-07-06 00:00:00,False
2003,11,UK,Silverstone,,2003-07-20 00:00:00,British Grand Prix,conventional,Practice 1,,2003-07-18 00:00:00,Practice 2,,2003-07-18 00:00:00,Practice 3,,2003-07-19 00:00:00,Qualifying,,2003-07-19 00:00:00,Race,,2003-07-20 00:00:00,False
2003,12,Germany,Hockenheim,,2003-08-03 00:00:00,German Grand Prix,conventional,Practice 1,,2003-08-01 00:00:00,Practice 2,,2003-08-01 00:00:00,Practice 3,,2003-08-02 00:00:00,Qualifying,,2003-08-02 00:00:00,Race,,2003-08-03 00:00:00,False
2003,13,Hungary,Budapest,,2003-08-24 00:00:00,Hungarian Grand Prix,conventional,Practice 1,,2003-08-22 00:00:00,Practice 2,,2003-08-22 00:00:00,Practice 3,,2003-08-23 00:00:00,Qualifying,,2003-08-23 00:00:00,Race,,2003-08-24 00:00:00,False
2003,14,Italy,Monza,,2003-09-14 00:00:00,Italian Grand Prix,conventional,Practice 1,,2003-09-12 00:00:00,Practice 2,,2003-09-12 00:00:00,Practice 3,,2003-09-13 00:00:00,Qualifying,,2003-09-13 00:00:00,Race,,2003-09-14 00:00:00,False
2003,15,USA,Indianapolis,,2003-09-28 00:00:00,United States Grand Prix,conventional,Practice 1,,2003-09-26 00:00:00,Practice 2,,2003-09-26 00:00:00,Practice 3,,2003-09-27 00:00:00,Qualifying,,2003-09-27 00:00:00,Race,,2003-09-28 00:00:00,False
2003,16,Japan,Suzuka,,2003-10-12 00:00:00,Japanese Grand Prix,conventional,Practice 1,,2003-10-10 00:00:00,Practice 2,,2003-10-10 00:00:00,Practice 3,,2003-10-11 00:00:00,Qualifying,,2003-10-11 00:00:00,Race,,2003-10-12 00:00:00,False
2004,1,Australia,Melbourne,,2004-03-07 00:00:00,Australian Grand Prix,conventional,Practice 1,,2004-03-05 00:00:00,Practice 2,,2004-03-05 00:00:00,Practice 3,,2004-03-06 00:00:00,Qualifying,,2004-03-06 00:00:00,Race,,2004-03-07 00:00:00,False
2004,2,Malaysia,Kuala Lumpur,,2004-03-21 00:00:00,Malaysian Grand Prix,conventional,Practice 1,,2004-03-19 00:00:00,Practice 2,,2004-03-19 00:00:00,Practice 3,,2004-03-20 00:00:00,Qualifying,,2004-03-20 00:00:00,Race,,2004-03-21 00:00:00,False
2004,3,Bahrain,Sakhir,,2004-04-04 00:00:00,Bahrain Grand Prix,conventional,Practice 1,,2004-04-02 00:00:00,Practice 2,,2004-04-02 00:00:00,Practice 3,,2004-04-03 00:00:00,Qualifying,,2004-04-03 00:00:00,Race,,2004-04-04 00:00:00,False
2004,4,Italy,Imola,,2004-04-25 00:00:00,San Marino Grand Prix,conventional,Practice 1,,2004-04-23 00:00:00,Practice 2,,2004-04-23 00:00:00,Practice 3,,2004-04-24 00:00:00,Qualifying,,2004-04-24 00:00:00,Race,,2004-04-25 00:00:00,False
2004,5,Spain,Montmeló,,2004-05-09 00:00:00,Spanish Grand Prix,conventional,Practice 1,,2004-05-07 00:00:00,Practice 2,,2004-05-07 00:00:00,Practice 3,,2004-05-08 00:00:00,Qualifying,,2004-05-08 00:00:00,Race,,2004-05-09 00:00:00,False
2004,6,Monaco,Monte-Carlo,,2004-05-23 00:00:00,Monaco Grand Prix,conventional,Practice 1,,2004-05-21 00:00:00,Practice 2,,2004-05-21 00:00:00,Practice 3,,2004-05-22 00:00:00,Qualifying,,2004-05-22 00:00:00,Race,,2004-05-23 00:00:00,False
2004,7,Germany,Nürburg,,2004-05-30 00:00:00,European Grand Prix,conventional,Practice 1,,2004-05-28 00:00:00,Practice 2,,2004-05-28 00:00:00,Practice 3,,2004-05-29 00:00:00,Qualifying,,2004-05-29 00:00:00,Race,,2004-05-30 00:00:00,False
2004,8,Canada,Montreal,,2004-06-13 00:00:00,Canadian Grand Prix,conventional,Practice 1,,2004-06-11 00:00:00,Practice 2,,2004-06-11 00:00:00,Practice 3,,2004-06-12 00:00:00,Qualifying,,2004-06-12 00:00:00,Race,,2004-06-13 00:00:00,False
2004,9,USA,Indianapolis,,2004-06-20 00:00:00,United States Grand Prix,conventional,Practice 1,,2004-06-18 00:00:00,Practice 2,,2004-06-18 00:00:00,Practice 3,,2004-06-19 00:00:00,Qualifying,,2004-06-19 00:00:00,Race,,2004-06-20 00:00:00,False
2004,10,France,Magny Cours,,2004-07-04 00:00:00,French Grand Prix,conventional,Practice 1,,2004-07-02 00:00:00,Practice 2,,2004-07-02 00:00:00,Practice 3,,2004-07-03 00:00:00,Qualifying,,2004-07-03 00:00:00,Race,,2004-07-04 00:00:00,False
2004,11,UK,Silverstone,,2004-07-11 00:00:00,British Grand Prix,conventional,Practice 1,,2004-07-09 00:00:00,Practice 2,,2004-07-09 00:00:00,Practice 3,,2004-07-10 00:00:00,Qualifying,,2004-07-10 00:00:00,Race,,2004-07-11 00:00:00,False
2004,12,Germany,Hockenheim,,2004-07-25 00:00:00,German Grand Prix,conventional,Practice 1,,2004-07-23 00:00:00,Practice 2,,2004-07-23 00:00:00,Practice 3,,2004-07-24 00:00:00,Qualifying,,2004-07-24 00:00:00,Race,,2004-07-25 00:00:00,False
2004,13,Hungary,Budapest,,2004-08-15 00:00:00,Hungarian Grand Prix,conventional,Practice 1,,2004-08-13 00:00:00,Practice 2,,2004-08-13 00:00:00,Practice 3,,2004-08-14 00:00:00,Qualifying,,2004-08-14 00:00:00,Race,,2004-08-15 00:00:00,False
2004,14,Belgium,Spa,,2004-08-29 00:00:00,Belgian Grand Prix,conventional,Practice 1,,2004-08-27 00:00:00,Practice 2,,2004-08-27 00:00:00,Practice 3,,2004-08-28 00:00:00,Qualifying,,2004-08-28 00:00:00,Race,,2004-08-29 00:00:00,False
2004,15,Italy,Monza,,2004-09-12 00:00:00,Italian Grand Prix,conventional,Practice 1,,2004-09-10 00:00:00,Practice 2,,2004-09-10 00:00:00,Practice 3,,2004-09-11 00:00:00,Qualifying,,2004-09-11 00:00:00,Race,,2004-09-12 00:00:00,False
2004,16,China,Shanghai,,2004-09-26 00:00:00,Chinese Grand Prix,conventional,Practice 1,,2004-09-24 00:00:00,Practice 2,,2004-09-24 00:00:00,Practice 3,,2004-09-25 00:00:00,Qualifying,,2004-09-25 00:00:00,Race,,2004-09-26 00:00:00,False
2004,17,Japan,Suzuka,,2004-10-10 00:00:00,Japanese Grand Prix,conventional,Practice 1,,2004-10-08 00:00:00,Practice 2,,2004-10-08 00:00:00,Practice 3,,2004-10-09 00:00:00,Qualifying,,2004-10-09 00:00:00,Race,,2004-10-10 00:00:00,False
2004,18,Brazil,São Paulo,,2004-10-24 00:00:00,Brazilian Grand Prix,conventional,Practice 1,,2004-10-22 00:00:00,Practice 2,,2004-10-22 00:00:00,Practice 3,,2004-10-23 00:00:00,Qualifying,,2004-10-23 00:00:00,Race,,2004-10-24 00:00:00,False
2005,1,Australia,Melbourne,,2005-03-06 14:00:00,Australian Grand Prix,conventional,Practice 1,,2005-03-04 00:00:00,Practice 2,,2005-03-04 00:00:00,Practice 3,,2005-03-05 00:00:00,Qualifying,,2005-03-05 00:00:00,Race,,2005-03-06 14:00:00,False
2005,2,Malaysia,Kuala Lumpur,,2005-03-20 15:00:00,Malaysian Grand Prix,conventional,Practice 1,,2005-03-18 00:00:00,Practice 2,,2005-03-18 00:00:00,Practice 3,,2005-03-19 00:00:00,Qualifying,,2005-03-19 00:00:00,Race,,2005-03-20 15:00:00,False
2005,3,Bahrain,Sakhir,,2005-04-03 14:30:00,Bahrain Grand Prix,conventional,Practice 1,,2005-04-01 00:00:00,Practice 2,,2005-04-01 00:00:00,Practice 3,,2005-04-02 00:00:00,Qualifying,,2005-04-02 00:00:00,Race,,2005-04-03 14:30:00,False
2005,4,Italy,Imola,,2005-04-24 14:00:00,San Marino Grand Prix,conventional,Practice 1,,2005-04-22 00:00:00,Practice 2,,2005-04-22 00:00:00,Practice 3,,2005-04-23 00:00:00,Qualifying,,2005-04-23 00:00:00,Race,,2005-04-24 14:00:00,False
2005,5,Spain,Montmeló,,2005-05-08 14:00:00,Spanish Grand Prix,conventional,Practice 1,,2005-05-06 00:00:00,Practice 2,,2005-05-06 00:00:00,Practice 3,,2005-05-07 00:00:00,Qualifying,,2005-05-07 00:00:00,Race,,2005-05-08 14:00:00,False
2005,6,Monaco,Monte-Carlo,,2005-05-22 14:00:00,Monaco Grand Prix,conventional,Practice 1,,2005-05-20 00:00:00,Practice 2,,2005-05-20 00:00:00,Practice 3,,2005-05-21 00:00:00,Qualifying,,2005-05-21 00:00:00,Race,,2005-05-22 14:00:00,False
2005,7,Germany,Nürburg,,2005-05-29 14:00:00,European Grand Prix,conventional,Practice 1,,2005-05-27 00:00:00,Practice 2,,2005-05-27 00:00:00,Practice 3,,2005-05-28 00:00:00,Qualifying,,2005-05-28 00:00:00,Race,,2005-05-29 14:00:00,False
2005,8,Canada,Montreal,,2005-06-12 13:00:00,Canadian Grand Prix,conventional,Practice 1,,2005-06-10 00:00:00,Practice 2,,2005-06-10 00:00:00,Practice 3,,2005-06-11 00:00:00,Qualifying,,2005-06-11 00:00:00,Race,,2005-06-12 13:00:00,False
2005,9,USA,Indianapolis,,2005-06-19 14:00:00,United States Grand Prix,conventional,Practice 1,,2005-06-17 00:00:00,Practice 2,,2005-06-17 00:00:00,Practice 3,,2005-06-18 00:00:00,Qualifying,,2005-06-18 00:00:00,Race,,2005-06-19 14:00:00,False
2005,10,France,Magny Cours,,2005-07-03 14:00:00,French Grand Prix,conventional,Practice 1,,2005-07-01 00:00:00,Practice 2,,2005-07-01 00:00:00,Practice 3,,2005-07-02 00:00:00,Qualifying,,2005-07-02 00:00:00,Race,,2005-07-03 14:00:00,False
2005,11,UK,Silverstone,,2005-07-10 14:00:00,British Grand Prix,conventional,Practice 1,,2005-07-08 00:00:00,Practice 2,,2005-07-08 00:00:00,Practice 3,,2005-07-09 00:00:00,Qualifying,,2005-07-09 00:00:00,Race,,2005-07-10 14:00:00,False
2005,12,Germany,Hockenheim,,2005-07-24 14:00:00,German Grand Prix,conventional,Practice 1,,2005-07-22 00:00:00,Practice 2,,2005-07-22 00:00:00,Practice 3,,2005-07-23 00:00:00,Qualifying,,2005-07-23 00:00:00,Race,,2005-07-24 14:00:00,False
2005,13,Hungary,Budapest,,2005-07-31 14:00:00,Hungarian Grand Prix,conventional,Practice 1,,2005-07-29 00:00:00,Practice 2,,2005-07-29 00:00:00,Practice 3,,2005-07-30 00:00:00,Qualifying,,2005-07-30 00:00:00,Race,,2005-07-31 14:00:00,False
2005,14,Turkey,Istanbul,,2005-08-21 15:00:00,Turkish Grand Prix,conventional,Practice 1,,2005-08-19 00:00:00,Practice 2,,2005-08-19 00:00:00,Practice 3,,2005-08-20 00:00:00,Qualifying,,2005-08-20 00:00:00,Race,,2005-08-21 15:00:00,False
2005,15,Italy,Monza,,2005-09-04 14:00:00,Italian Grand Prix,conventional,Practice 1,,2005-09-02 00:00:00,Practice 2,,2005-09-02 00:00:00,Practice 3,,2005-09-03 00:00:00,Qualifying,,2005-09-03 00:00:00,Race,,2005-09-04 14:00:00,False
2005,16,Belgium,Spa,,2005-09-11 14:00:00,Belgian Grand Prix,conventional,Practice 1,,2005-09-09 00:00:00,Practice 2,,2005-09-09 00:00:00,Practice 3,,2005-09-10 00:00:00,Qualifying,,2005-09-10 00:00:00,Race,,2005-09-11 14:00:00,False
2005,17,Brazil,São Paulo,,2005-09-25 14:00:00,Brazilian Grand Prix,conventional,Practice 1,,2005-09-23 00:00:00,Practice 2,,2005-09-23 00:00:00,Practice 3,,2005-09-24 00:00:00,Qualifying,,2005-09-24 00:00:00,Race,,2005-09-25 14:00:00,False
2005,18,Japan,Suzuka,,2005-10-09 14:00:00,Japanese Grand Prix,conventional,Practice 1,,2005-10-07 00:00:00,Practice 2,,2005-10-07 00:00:00,Practice 3,,2005-10-08 00:00:00,Qualifying,,2005-10-08 00:00:00,Race,,2005-10-09 14:00:00,False
2005,19,China,Shanghai,,2005-10-16 14:00:00,Chinese Grand Prix,conventional,Practice 1,,2005-10-14 00:00:00,Practice 2,,2005-10-14 00:00:00,Practice 3,,2005-10-15 00:00:00,Qualifying,,2005-10-15 00:00:00,Race,,2005-10-16 14:00:00,False
2006,1,Bahrain,Sakhir,,2006-03-12 14:30:00,Bahrain Grand Prix,conventional,Practice 1,,2006-03-10 00:00:00,Practice 2,,2006-03-10 00:00:00,Practice 3,,2006-03-11 00:00:00,Qualifying,,2006-03-11 00:00:00,Race,,2006-03-12 14:30:00,False
2006,2,Malaysia,Kuala Lumpur,,2006-03-19 15:00:00,Malaysian Grand Prix,conventional,Practice 1,,2006-03-17 00:00:00,Practice 2,,2006-03-17 00:00:00,Practice 3,,2006-03-18 00:00:00,Qualifying,,2006-03-18 00:00:00,Race,,2006-03-19 15:00:00,False
2006,3,Australia,Melbourne,,2006-04-02 14:00:00,Australian Grand Prix,conventional,Practice 1,,2006-03-31 00:00:00,Practice 2,,2006-03-31 00:00:00,Practice 3,,2006-04-01 00:00:00,Qualifying,,2006-04-01 00:00:00,Race,,2006-04-02 14:00:00,False
2006,4,Italy,Imola,,2006-04-23 14:00:00,San Marino Grand Prix,conventional,Practice 1,,2006-04-21 00:00:00,Practice 2,,2006-04-21 00:00:00,Practice 3,,2006-04-22 00:00:00,Qualifying,,2006-04-22 00:00:00,Race,,2006-04-23 14:00:00,False
2006,5,Germany,Nürburg,,2006-05-07 14:00:00,European Grand Prix,conventional,Practice 1,,2006-05-05 00:00:00,Practice 2,,2006-05-05 00:00:00,Practice 3,,2006-05-06 00:00:00,Qualifying,,2006-05-06 00:00:00,Race,,2006-05-07 14:00:00,False
2006,6,Spain,Montmeló,,2006-05-14 14:00:00,Spanish Grand Prix,conventional,Practice 1,,2006-05-12 00:00:00,Practice 2,,2006-05-12 00:00:00,Practice 3,,2006-05-13 00:00:00,Qualifying,,2006-05-13 00:00:00,Race,,2006-05-14 14:00:00,False
2006,7,Monaco,Monte-Carlo,,2006-05-28 14:00:00,Monaco Grand Prix,conventional,Practice 1,,2006-05-26 00:00:00,Practice 2,,2006-05-26 00:00:00,Practice 3,,2006-05-27 00:00:00,Qualifying,,2006-05-27 00:00:00,Race,,2006-05-28 14:00:00,False
2006,8,UK,Silverstone,,2006-06-11 12:00:00,British Grand Prix,conventional,Practice 1,,2006-06-09 00:00:00,Practice 2,,2006-06-09 00:00:00,Practice 3,,2006-06-10 00:00:00,Qualifying,,2006-06-10 00:00:00,Race,,2006-06-11 12:00:00,False
2006,9,Canada,Montreal,,2006-06-25 13:00:00,Canadian Grand Prix,conventional,Practice 1,,2006-06-23 00:00:00,Practice 2,,2006-06-23 00:00:00,Practice 3,,2006-06-24 00:00:00,Qualifying,,2006-06-24 00:00:00,Race,,2006-06-25 13:00:00,False
2006,10,USA,Indianapolis,,2006-07-02 14:00:00,United States Grand Prix,conventional,Practice 1,,2006-06-30 00:00:00,Practice 2,,2006-06-30 00:00:00,Practice 3,,2006-07-01 00:00:00,Qualifying,,2006-07-01 00:00:00,Race,,2006-07-02 14:00:00,False
2006,11,France,Magny Cours,,2006-07-16 14:00:00,French Grand Prix,conventional,Practice 1,,2006-07-14 00:00:00,Practice 2,,2006-07-14 00:00:00,Practice 3,,2006-07-15 00:00:00,Qualifying,,2006-07-15 00:00:00,Race,,2006-07-16 14:00:00,False
2006,12,Germany,Hockenheim,,2006-07-30 14:00:00,German Grand Prix,conventional,Practice 1,,2006-07-28 00:00:00,Practice 2,,2006-07-28 00:00:00,Practice 3,,2006-07-29 00:00:00,Qualifying,,2006-07-29 00:00:00,Race,,2006-07-30 14:00:00,False
2006,13,Hungary,Budapest,,2006-08-06 14:00:00,Hungarian Grand Prix,conventional,Practice 1,,2006-08-04 00:00:00,Practice 2,,2006-08-04 00:00:00,Practice 3,,2006-08-05 00:00:00,Qualifying,,2006-08-05 00:00:00,Race,,2006-08-06 14:00:00,False
2006,14,Turkey,Istanbul,,2006-08-27 15:00:00,Turkish Grand Prix,conventional,Practice 1,,2006-08-25 00:00:00,Practice 2,,2006-08-25 00:00:00,Practice 3,,2006-08-26 00:00:00,Qualifying,,2006-08-26 00:00:00,Race,,2006-08-27 15:00:00,False
2006,15,Italy,Monza,,2006-09-10 14:00:00,Italian Grand Prix,conventional,Practice 1,,2006-09-08 00:00:00,Practice 2,,2006-09-08 00:00:00,Practice 3,,2006-09-09 00:00:00,Qualifying,,2006-09-09 00:00:00,Race,,2006-09-10 14:00:00,False
2006,16,China,Shanghai,,2006-10-01 14:00:00,Chinese Grand Prix,conventional,Practice 1,,2006-09-29 00:00:00,Practice 2,,2006-09-29 00:00:00,Practice 3,,2006-09-30 00:00:00,Qualifying,,2006-09-30 00:00:00,Race,,2006-10-01 14:00:00,False
2006,17,Japan,Suzuka,,2006-10-08 14:00:00,Japanese Grand Prix,conventional,Practice 1,,2006-10-06 00:00:00,Practice 2,,2006-10-06 00:00:00,Practice 3,,2006-10-07 00:00:00,Qualifying,,2006-10-07 00:00:00,Race,,2006-10-08 14:00:00,False
2006,18,Brazil,São Paulo,,2006-10-22 14:00:00,Brazilian Grand Prix,conventional,Practice 1,,2006-10-20 00:00:00,Practice 2,,2006-10-20 00:00:00,Practice 3,,2006-10-21 00:00:00,Qualifying,,2006-10-21 00:00:00,Race,,2006-10-22 14:00:00,False
2007,1,Australia,Melbourne,,2007-03-18 03:00:00,Australian Grand Prix,conventional,Practice 1,,2007-03-16 00:00:00,Practice 2,,2007-03-16 00:00:00,Practice 3,,2007-03-17 00:00:00,Qualifying,,2007-03-17 00:00:00,Race,,2007-03-18 03:00:00,False
2007,2,Malaysia,Kuala Lumpur,,2007-04-08 07:00:00,Malaysian Grand Prix,conventional,Practice 1,,2007-04-06 00:00:00,Practice 2,,2007-04-06 00:00:00,Practice 3,,2007-04-07 00:00:00,Qualifying,,2007-04-07 00:00:00,Race,,2007-04-08 07:00:00,False
2007,3,Bahrain,Sakhir,,2007-04-15 11:30:00,Bahrain Grand Prix,conventional,Practice 1,,2007-04-13 00:00:00,Practice 2,,2007-04-13 00:00:00,Practice 3,,2007-04-14 00:00:00,Qualifying,,2007-04-14 00:00:00,Race,,2007-04-15 11:30:00,False
2007,4,Spain,Montmeló,,2007-05-13 12:00:00,Spanish Grand Prix,conventional,Practice 1,,2007-05-11 00:00:00,Practice 2,,2007-05-11 00:00:00,Practice 3,,2007-05-12 00:00:00,Qualifying,,2007-05-12 00:00:00,Race,,2007-05-13 12:00:00,False
2007,5,Monaco,Monte-Carlo,,2007-05-27 12:00:00,Monaco Grand Prix,conventional,Practice 1,,2007-05-25 00:00:00,Practice 2,,2007-05-25 00:00:00,Practice 3,,2007-05-26 00:00:00,Qualifying,,2007-05-26 00:00:00,Race,,2007-05-27 12:00:00,False
2007,6,Canada,Montreal,,2007-06-10 17:00:00,Canadian Grand Prix,conventional,Practice 1,,2007-06-08 00:00:00,Practice 2,,2007-06-08 00:00:00,Practice 3,,2007-06-09 00:00:00,Qualifying,,2007-06-09 00:00:00,Race,,2007-06-10 17:00:00,False
2007,7,USA,Indianapolis,,2007-06-17 17:00:00,United States Grand Prix,conventional,Practice 1,,2007-06-15 00:00:00,Practice 2,,2007-06-15 00:00:00,Practice 3,,2007-06-16 00:00:00,Qualifying,,2007-06-16 00:00:00,Race,,2007-06-17 17:00:00,False
