season,grand_prix,date,winner,constructor,laps,time,url
2000,Japan,08 Oct 2000,Michael SchumacherMSC,Ferrari,53,1:29:53.435,https://www.formula1.com/en/results/2000/races/62/japan/race-result
2000,Malaysia,22 Oct 2000,Michael SchumacherMSC,Ferrari,56,1:35:54.235,https://www.formula1.com/en/results/2000/races/63/malaysia/race-result
2001,Australia,04 Mar 2001,Michael SchumacherMSC,Ferrari,58,1:38:26.533,https://www.formula1.com/en/results/2001/races/703/australia/race-result
2001,Malaysia,18 Mar 2001,Michael SchumacherMSC,Ferrari,55,1:47:34.801,https://www.formula1.com/en/results/2001/races/704/malaysia/race-result
2001,Brazil,01 Apr 2001,David CoulthardCOU,McLaren Mercedes,71,1:39:00.834,https://www.formula1.com/en/results/2001/races/705/brazil/race-result
2001,San Marino,15 Apr 2001,Ralf SchumacherRSC,Williams BMW,62,1:30:44.817,https://www.formula1.com/en/results/2001/races/706/san-marino/race-result
2001,Spain,29 Apr 2001,Michael SchumacherMSC,Ferrari,65,1:31:03.305,https://www.formula1.com/en/results/2001/races/707/spain/race-result
2001,Austria,13 May 2001,David CoulthardCOU,McLaren Mercedes,71,1:27:45.927,https://www.formula1.com/en/results/2001/races/708/austria/race-result
2001,Monaco,27 May 2001,Michael SchumacherMSC,Ferrari,78,1:47:22.561,https://www.formula1.com/en/results/2001/races/709/monaco/race-result
2001,Canada,10 Jun 2001,Ralf SchumacherRSC,Williams BMW,69,1:34:31.522,https://www.formula1.com/en/results/2001/races/710/canada/race-result
2001,Europe,24 Jun 2001,Michael SchumacherMSC,Ferrari,67,1:29:42.724,https://www.formula1.com/en/results/2001/races/711/europe/race-result
2001,France,01 Jul 2001,Michael SchumacherMSC,Ferrari,72,1:33:35.636,https://www.formula1.com/en/results/2001/races/712/france/race-result
2001,Great Britain,15 Jul 2001,Mika HakkinenHAK,McLaren Mercedes,60,1:25:33.770,https://www.formula1.com/en/results/2001/races/713/great-britain/race-result
2001,Germany,29 Jul 2001,Ralf SchumacherRSC,Williams BMW,45,1:18:17.873,https://www.formula1.com/en/results/2001/races/714/germany/race-result
2001,Hungary,19 Aug 2001,Michael SchumacherMSC,Ferrari,77,1:41:49.675,https://www.formula1.com/en/results/2001/races/715/hungary/race-result
2001,Belgium,02 Sep 2001,Michael SchumacherMSC,Ferrari,36,1:08:05.002,https://www.formula1.com/en/results/2001/races/716/belgium/race-result
2001,Italy,16 Sep 2001,Juan Pablo MontoyaMOY,Williams BMW,53,1:16:58.493,https://www.formula1.com/en/results/2001/races/717/italy/race-result
2001,United States,30 Sep 2001,Mika HakkinenHAK,McLaren Mercedes,73,1:32:42.840,https://www.formula1.com/en/results/2001/races/718/united-states/race-result
2001,Japan,14 Oct 2001,Michael SchumacherMSC,Ferrari,53,1:27:33.298,https://www.formula1.com/en/results/2001/races/719/japan/race-result
2002,Australia,03 Mar 2002,Michael SchumacherMSC,Ferrari,58,1:35:36.792,https://www.formula1.com/en/results/2002/races/720/australia/race-result
2002,Malaysia,17 Mar 2002,Ralf SchumacherRSC,Williams BMW,56,1:34:12.912,https://www.formula1.com/en/results/2002/races/721/malaysia/race-result
2002,Brazil,31 Mar 2002,Michael SchumacherMSC,Ferrari,71,1:31:43.663,https://www.formula1.com/en/results/2002/races/722/brazil/race-result
2002,San Marino,14 Apr 2002,Michael SchumacherMSC,Ferrari,62,1:29:10.789,https://www.formula1.com/en/results/2002/races/723/san-marino/race-result
2002,Spain,28 Apr 2002,Michael SchumacherMSC,Ferrari,65,1:30:29.981,https://www.formula1.com/en/results/2002/races/724/spain/race-result
2002,Austria,12 May 2002,Michael SchumacherMSC,Ferrari,71,1:33:51.562,https://www.formula1.com/en/results/2002/races/725/austria/race-result
2002,Monaco,26 May 2002,David CoulthardCOU,McLaren Mercedes,78,1:45:39.055,https://www.formula1.com/en/results/2002/races/726/monaco/race-result
2002,Canada,09 Jun 2002,Michael SchumacherMSC,Ferrari,70,1:33:36.111,https://www.formula1.com/en/results/2002/races/727/canada/race-result
2002,Europe,23 Jun 2002,Rubens BarrichelloBAR,Ferrari,60,1:35:07.426,https://www.formula1.com/en/results/2002/races/728/europe/race-result
2002,Great Britain,07 Jul 2002,Michael SchumacherMSC,Ferrari,60,1:31:45.015,https://www.formula1.com/en/results/2002/races/729/great-britain/race-result
2002,France,21 Jul 2002,Michael SchumacherMSC,Ferrari,72,1:32:09.837,https://www.formula1.com/en/results/2002/races/730/france/race-result
2002,Germany,28 Jul 2002,Michael SchumacherMSC,Ferrari,67,1:27:52.078,https://www.formula1.com/en/results/2002/races/731/germany/race-result
2002,Hungary,18 Aug 2002,Rubens BarrichelloBAR,Ferrari,77,1:41:49.001,https://www.formula1.com/en/results/2002/races/732/hungary/race-result
2002,Belgium,01 Sep 2002,Michael SchumacherMSC,Ferrari,44,1:21:20.634,https://www.formula1.com/en/results/2002/races/733/belgium/race-result
2002,Italy,15 Sep 2002,Rubens BarrichelloBAR,Ferrari,53,1:16:19.982,https://www.formula1.com/en/results/2002/races/734/italy/race-result
2002,United States,29 Sep 2002,Rubens BarrichelloBAR,Ferrari,73,1:31:07.934,https://www.formula1.com/en/results/2002/races/735/united-states/race-result
2002,Japan,13 Oct 2002,Michael SchumacherMSC,Ferrari,53,1:26:59.698,https://www.formula1.com/en/results/2002/races/736/japan/race-result
2003,Australia,09 Mar 2003,David CoulthardCOU,McLaren Mercedes,58,1:34:42.124,https://www.formula1.com/en/results/2003/races/737/australia/race-result
2003,Malaysia,23 Mar 2003,Kimi RäikkönenRAI,McLaren Mercedes,56,1:32:22.195,https://www.formula1.com/en/results/2003/races/738/malaysia/race-result
2003,Brazil,06 Apr 2003,Giancarlo FisichellaFIS,Jordan Ford,54,1:31:17.748,https://www.formula1.com/en/results/2003/races/739/brazil/race-result
2003,San Marino,20 Apr 2003,Michael SchumacherMSC,Ferrari,62,1:28:12.058,https://www.formula1.com/en/results/2003/races/740/san-marino/race-result
2003,Spain,04 May 2003,Michael SchumacherMSC,Ferrari,65,1:33:46.933,https://www.formula1.com/en/results/2003/races/741/spain/race-result
2003,Austria,18 May 2003,Michael SchumacherMSC,Ferrari,69,1:24:04.888,https://www.formula1.com/en/results/2003/races/742/austria/race-result
2003,Monaco,01 Jun 2003,Juan Pablo MontoyaMOY,Williams BMW,78,1:42:19.010,https://www.formula1.com/en/results/2003/races/743/monaco/race-result
2003,Canada,15 Jun 2003,Michael SchumacherMSC,Ferrari,70,1:31:13.591,https://www.formula1.com/en/results/2003/races/744/canada/race-result
2003,Europe,29 Jun 2003,Ralf SchumacherRSC,Williams BMW,60,1:34:43.622,https://www.formula1.com/en/results/2003/races/745/europe/race-result
2003,France,06 Jul 2003,Ralf SchumacherRSC,Williams BMW,70,1:30:49.213,https://www.formula1.com/en/results/2003/races/746/france/race-result
2003,Great Britain,20 Jul 2003,Rubens BarrichelloBAR,Ferrari,60,1:28:37.554,https://www.formula1.com/en/results/2003/races/747/great-britain/race-result
2003,Germany,03 Aug 2003,Juan Pablo MontoyaMOY,Williams BMW,67,1:28:48.769,https://www.formula1.com/en/results/2003/races/748/germany/race-result
2003,Hungary,24 Aug 2003,Fernando AlonsoALO,Renault,70,1:39:01.460,https://www.formula1.com/en/results/2003/races/749/hungary/race-result
2003,Italy,14 Sep 2003,Michael SchumacherMSC,Ferrari,53,1:14:19.838,https://www.formula1.com/en/results/2003/races/750/italy/race-result
2003,United States,28 Sep 2003,Michael SchumacherMSC,Ferrari,73,1:33:35.997,https://www.formula1.com/en/results/2003/races/751/united-states/race-result
2003,Japan,12 Oct 2003,Rubens BarrichelloBAR,Ferrari,53,1:25:11.743,https://www.formula1.com/en/results/2003/races/752/japan/race-result
2004,Australia,07 Mar 2004,Michael SchumacherMSC,Ferrari,58,1:24:15.757,https://www.formula1.com/en/results/2004/races/753/australia/race-result
2004,Malaysia,21 Mar 2004,Michael SchumacherMSC,Ferrari,56,1:31:07.490,https://www.formula1.com/en/results/2004/races/754/malaysia/race-result
2004,Bahrain,04 Apr 2004,Michael SchumacherMSC,Ferrari,57,1:28:34.875,https://www.formula1.com/en/results/2004/races/755/bahrain/race-result
2004,San Marino,25 Apr 2004,Michael SchumacherMSC,Ferrari,62,1:26:19.670,https://www.formula1.com/en/results/2004/races/756/san-marino/race-result
2004,Spain,09 May 2004,Michael SchumacherMSC,Ferrari,66,1:27:32.841,https://www.formula1.com/en/results/2004/races/757/spain/race-result
2004,Monaco,23 May 2004,Jarno TrulliTRU,Renault,77,1:45:46.601,https://www.formula1.com/en/results/2004/races/758/monaco/race-result
2004,Europe,30 May 2004,Michael SchumacherMSC,Ferrari,60,1:32:35.101,https://www.formula1.com/en/results/2004/races/759/europe/race-result
2004,Canada,13 Jun 2004,Michael SchumacherMSC,Ferrari,70,1:28:24.803,https://www.formula1.com/en/results/2004/races/760/canada/race-result
2004,United States,20 Jun 2004,Michael SchumacherMSC,Ferrari,73,1:40:29.914,https://www.formula1.com/en/results/2004/races/761/united-states/race-result
2004,France,04 Jul 2004,Michael SchumacherMSC,Ferrari,70,1:30:18.133,https://www.formula1.com/en/results/2004/races/762/france/race-result
2004,Great Britain,11 Jul 2004,Michael SchumacherMSC,Ferrari,60,1:24:42.700,https://www.formula1.com/en/results/2004/races/763/great-britain/race-result
2004,Germany,25 Jul 2004,Michael SchumacherMSC,Ferrari,66,1:23:54.848,https://www.formula1.com/en/results/2004/races/764/germany/race-result
2004,Hungary,15 Aug 2004,Michael SchumacherMSC,Ferrari,70,1:35:26.131,https://www.formula1.com/en/results/2004/races/765/hungary/race-result
2004,Belgium,29 Aug 2004,Kimi RäikkönenRAI,McLaren Mercedes,44,1:32:35.274,https://www.formula1.com/en/results/2004/races/766/belgium/race-result
2004,Italy,12 Sep 2004,Rubens BarrichelloBAR,Ferrari,53,1:15:18.448,https://www.formula1.com/en/results/2004/races/767/italy/race-result
2004,China,26 Sep 2004,Rubens BarrichelloBAR,Ferrari,56,1:29:12.420,https://www.formula1.com/en/results/2004/races/768/china/race-result
2004,Japan,10 Oct 2004,Michael SchumacherMSC,Ferrari,53,1:24:26.985,https://www.formula1.com/en/results/2004/races/769/japan/race-result
2004,Brazil,24 Oct 2004,Juan Pablo MontoyaMOY,Williams BMW,71,1:28:01.451,https://www.formula1.com/en/results/2004/races/770/brazil/race-result
2005,Australia,06 Mar 2005,Giancarlo FisichellaFIS,Renault,57,1:24:17.336,https://www.formula1.com/en/results/2005/races/771/australia/race-result
2005,Malaysia,20 Mar 2005,Fernando AlonsoALO,Renault,56,1:31:33.736,https://www.formula1.com/en/results/2005/races/772/malaysia/race-result
2005,Bahrain,03 Apr 2005,Fernando AlonsoALO,Renault,57,1:29:18.531,https://www.formula1.com/en/results/2005/races/773/bahrain/race-result
2005,San Marino,24 Apr 2005,Fernando AlonsoALO,Renault,62,1:27:41.921,https://www.formula1.com/en/results/2005/races/774/san-marino/race-result
2005,Spain,08 May 2005,Kimi RäikkönenRAI,McLaren Mercedes,66,1:27:16.830,https://www.formula1.com/en/results/2005/races/775/spain/race-result
2005,Monaco,22 May 2005,Kimi RäikkönenRAI,McLaren Mercedes,78,1:45:15.556,https://www.formula1.com/en/results/2005/races/776/monaco/race-result
2005,Europe,29 May 2005,Fernando AlonsoALO,Renault,59,1:31:46.648,https://www.formula1.com/en/results/2005/races/777/europe/race-result
2005,Canada,12 Jun 2005,Kimi RäikkönenRAI,McLaren Mercedes,70,1:32:09.290,https://www.formula1.com/en/results/2005/races/778/canada/race-result
2005,United States,19 Jun 2005,Michael SchumacherMSC,Ferrari,73,1:29:43.181,https://www.formula1.com/en/results/2005/races/779/united-states/race-result
2005,France,03 Jul 2005,Fernando AlonsoALO,Renault,70,1:31:22.233,https://www.formula1.com/en/results/2005/races/780/france/race-result
2005,Great Britain,10 Jul 2005,Juan Pablo MontoyaMOY,McLaren Mercedes,60,1:24:29.588,https://www.formula1.com/en/results/2005/races/781/great-britain/race-result
2005,Germany,24 Jul 2005,Fernando AlonsoALO,Renault,67,1:26:28.599,https://www.formula1.com/en/results/2005/races/782/germany/race-result
2005,Hungary,31 Jul 2005,Kimi RäikkönenRAI,McLaren Mercedes,70,1:37:25.552,https://www.formula1.com/en/results/2005/races/783/hungary/race-result
2005,Turkey,21 Aug 2005,Kimi RäikkönenRAI,McLaren Mercedes,58,1:24:34.454,https://www.formula1.com/en/results/2005/races/784/turkey/race-result
2005,Italy,04 Sep 2005,Juan Pablo MontoyaMOY,McLaren Mercedes,53,1:14:28.659,https://www.formula1.com/en/results/2005/races/785/italy/race-result
2005,Belgium,11 Sep 2005,Kimi RäikkönenRAI,McLaren Mercedes,44,1:30:01.295,https://www.formula1.com/en/results/2005/races/786/belgium/race-result
2005,Brazil,25 Sep 2005,Juan Pablo MontoyaMOY,McLaren Mercedes,71,1:29:20.574,https://www.formula1.com/en/results/2005/races/787/brazil/race-result
2005,Japan,09 Oct 2005,Kimi RäikkönenRAI,McLaren Mercedes,53,1:29:02.212,https://www.formula1.com/en/results/2005/races/788/japan/race-result
2005,China,16 Oct 2005,Fernando AlonsoALO,Renault,56,1:39:53.618,https://www.formula1.com/en/results/2005/races/789/china/race-result
2006,Bahrain,12 Mar 2006,Fernando AlonsoALO,Renault,57,1:29:46.205,https://www.formula1.com/en/results/2006/races/790/bahrain/race-result
2006,Malaysia,19 Mar 2006,Giancarlo FisichellaFIS,Renault,56,1:30:40.529,https://www.formula1.com/en/results/2006/races/791/malaysia/race-result
2006,Australia,02 Apr 2006,Fernando AlonsoALO,Renault,57,1:34:27.870,https://www.formula1.com/en/results/2006/races/792/australia/race-result
2006,San Marino,23 Apr 2006,Michael SchumacherMSC,Ferrari,62,1:31:06.486,https://www.formula1.com/en/results/2006/races/793/san-marino/race-result
2006,Europe,07 May 2006,Michael SchumacherMSC,Ferrari,60,1:35:58.765,https://www.formula1.com/en/results/2006/races/794/europe/race-result
2006,Spain,14 May 2006,Fernando AlonsoALO,Renault,66,1:26:21.759,https://www.formula1.com/en/results/2006/races/795/spain/race-result
2006,Monaco,28 May 2006,Fernando AlonsoALO,Renault,78,1:43:43.116,https://www.formula1.com/en/results/2006/races/796/monaco/race-result
2006,Great Britain,11 Jun 2006,Fernando AlonsoALO,Renault,60,1:25:51.927,https://www.formula1.com/en/results/2006/races/797/great-britain/race-result
2006,Canada,25 Jun 2006,Fernando AlonsoALO,Renault,70,1:34:37.308,https://www.formula1.com/en/results/2006/races/798/canada/race-result
2006,United States,02 Jul 2006,Michael SchumacherMSC,Ferrari,73,1:34:35.199,https://www.formula1.com/en/results/2006/races/799/united-states/race-result
2006,France,16 Jul 2006,Michael SchumacherMSC,Ferrari,70,1:32:07.803,https://www.formula1.com/en/results/2006/races/800/france/race-result
2006,Germany,30 Jul 2006,Michael SchumacherMSC,Ferrari,67,1:27:51.693,https://www.formula1.com/en/results/2006/races/801/germany/race-result
2006,Hungary,06 Aug 2006,Jenson ButtonBUT,Honda,70,1:52:20.941,https://www.formula1.com/en/results/2006/races/802/hungary/race-result
2006,Turkey,27 Aug 2006,Felipe MassaMAS,Ferrari,58,1:28:51.082,https://www.formula1.com/en/results/2006/races/803/turkey/race-result
2006,Italy,10 Sep 2006,Michael SchumacherMSC,Ferrari,53,1:14:51.975,https://www.formula1.com/en/results/2006/races/804/italy/race-result
2006,China,01 Oct 2006,Michael SchumacherMSC,Ferrari,56,1:37:32.747,https://www.formula1.com/en/results/2006/races/805/china/race-result
2006,Japan,08 Oct 2006,Fernando AlonsoALO,Renault,53,1:23:53.413,https://www.formula1.com/en/results/2006/races/806/japan/race-result
2006,Brazil,22 Oct 2006,Felipe MassaMAS,Ferrari,71,1:31:53.751,https://www.formula1.com/en/results/2006/races/807/brazil/race-result
2007,Australia,18 Mar 2007,Kimi RäikkönenRAI,Ferrari,58,1:25:28.770,https://www.formula1.com/en/results/2007/races/808/australia/race-result
2007,Malaysia,08 Apr 2007,Fernando AlonsoALO,McLaren Mercedes,56,1:32:14.930,https://www.formula1.com/en/results/2007/races/809/malaysia/race-result
2007,Bahrain,15 Apr 2007,Felipe MassaMAS,Ferrari,57,1:33:27.515,https://www.formula1.com/en/results/2007/races/810/bahrain/race-result
2007,Spain,13 May 2007,Felipe MassaMAS,Ferrari,65,1:31:36.230,https://www.formula1.com/en/results/2007/races/811/spain/race-result
2007,Monaco,27 May 2007,Fernando AlonsoALO,McLaren Mercedes,78,1:40:29.329,https://www.formula1.com/en/results/2007/races/812/monaco/race-result
2007,Canada,10 Jun 2007,Lewis HamiltonHAM,McLaren Mercedes,70,1:44:11.292,https://www.formula1.com/en/results/2007/races/813/canada/race-result
2007,United States,17 Jun 2007,Lewis HamiltonHAM,McLaren Mercedes,73,1:31:09.965,https://www.formula1.com/en/results/2007/races/814/united-states/race-result
2007,France,01 Jul 2007,Kimi RäikkönenRAI,Ferrari,70,1:30:54.200,https://www.formula1.com/en/results/2007/races/815/france/race-result
2007,Great Britain,08 Jul 2007,Kimi RäikkönenRAI,Ferrari,59,1:21:43.074,https://www.formula1.com/en/results/2007/races/816/great-britain/race-result
2007,Europe,22 Jul 2007,Fernando AlonsoALO,McLaren Mercedes,60,2:06:26.358,https://www.formula1.com/en/results/2007/races/817/europe/race-result
2007,Hungary,05 Aug 2007,Lewis HamiltonHAM,McLaren Mercedes,70,1:35:52.991,https://www.formula1.com/en/results/2007/races/818/hungary/race-result
2007,Turkey,26 Aug 2007,Felipe MassaMAS,Ferrari,58,1:26:42.161,https://www.formula1.com/en/results/2007/races/819/turkey/race-result
2007,Italy,09 Sep 2007,Fernando AlonsoALO,McLaren Mercedes,53,1:18:37.806,https://www.formula1.com/en/results/2007/races/820/italy/race-result
2007,Belgium,16 Sep 2007,Kimi RäikkönenRAI,Ferrari,44,1:20:39.066,https://www.formula1.com/en/results/2007/races/821/belgium/race-result
2007,Japan,30 Sep 2007,Lewis HamiltonHAM,McLaren Mercedes,67,2:00:34.579,https://www.formula1.com/en/results/2007/races/822/japan/race-result
2007,China,07 Oct 2007,Kimi RäikkönenRAI,Ferrari,56,1:37:58.395,https://www.formula1.com/en/results/2007/races/823/china/race-result
2007,Brazil,21 Oct 2007,Kimi RäikkönenRAI,Ferrari,71,1:28:15.270,https://www.formula1.com/en/results/2007/races/824/brazil/race-result
2008,Australia,16 Mar 2008,Lewis HamiltonHAM,McLaren Mercedes,58,1:34:50.616,https://www.formula1.com/en/results/2008/races/825/australia/race-result
2008,Malaysia,23 Mar 2008,Kimi RäikkönenRAI,Ferrari,56,1:31:18.555,https://www.formula1.com/en/results/2008/races/826/malaysia/race-result
2008,Bahrain,06 Apr 2008,Felipe MassaMAS,Ferrari,57,1:31:06.970,https://www.formula1.com/en/results/2008/races/827/bahrain/race-result
2008,Spain,27 Apr 2008,Kimi RäikkönenRAI,Ferrari,66,1:38:19.051,https://www.formula1.com/en/results/2008/races/828/spain/race-result
2008,Turkey,11 May 2008,Felipe MassaMAS,Ferrari,58,1:26:49.451,https://www.formula1.com/en/results/2008/races/829/turkey/race-result
2008,Monaco,25 May 2008,Lewis HamiltonHAM,McLaren Mercedes,76,2:00:42.742,https://www.formula1.com/en/results/2008/races/830/monaco/race-result
2008,Canada,08 Jun 2008,Robert KubicaKUB,Sauber BMW,70,1:36:24.447,https://www.formula1.com/en/results/2008/races/831/canada/race-result
2008,France,22 Jun 2008,Felipe MassaMAS,Ferrari,70,1:31:50.245,https://www.formula1.com/en/results/2008/races/832/france/race-result
2008,Great Britain,06 Jul 2008,Lewis HamiltonHAM,McLaren Mercedes,60,1:39:09.440,https://www.formula1.com/en/results/2008/races/833/great-britain/race-result
2008,Germany,20 Jul 2008,Lewis HamiltonHAM,McLaren Mercedes,67,1:31:20.874,https://www.formula1.com/en/results/2008/races/834/germany/race-result
2008,Hungary,03 Aug 2008,Heikki KovalainenKOV,McLaren Mercedes,70,1:37:27.067,https://www.formula1.com/en/results/2008/races/835/hungary/race-result
2008,Europe,24 Aug 2008,Felipe MassaMAS,Ferrari,57,1:35:32.339,https://www.formula1.com/en/results/2008/races/836/europe/race-result
2008,Belgium,07 Sep 2008,Felipe MassaMAS,Ferrari,44,1:22:59.394,https://www.formula1.com/en/results/2008/races/837/belgium/race-result
2008,Italy,14 Sep 2008,Sebastian VettelVET,STR Ferrari,53,1:26:47.494,https://www.formula1.com/en/results/2008/races/838/italy/race-result
2008,Singapore,28 Sep 2008,Fernando AlonsoALO,Renault,61,1:57:16.304,https://www.formula1.com/en/results/2008/races/839/singapore/race-result
2008,Japan,12 Oct 2008,Fernando AlonsoALO,Renault,67,1:30:21.892,https://www.formula1.com/en/results/2008/races/840/japan/race-result
2008,China,19 Oct 2008,Lewis HamiltonHAM,McLaren Mercedes,56,1:31:57.403,https://www.formula1.com/en/results/2008/races/841/china/race-result
2008,Brazil,02 Nov 2008,Felipe MassaMAS,Ferrari,71,1:34:11.435,https://www.formula1.com/en/results/2008/races/842/brazil/race-result
2009,Australia,29 Mar 2009,Jenson ButtonBUT,Brawn Mercedes,58,1:34:15.784,https://www.formula1.com/en/results/2009/races/843/australia/race-result
2009,Malaysia,05 Apr 2009,Jenson ButtonBUT,Brawn Mercedes,31,55:30.622,https://www.formula1.com/en/results/2009/races/844/malaysia/race-result
2009,China,19 Apr 2009,Sebastian VettelVET,RBR Renault,56,1:57:43.485,https://www.formula1.com/en/results/2009/races/845/china/race-result
2009,Bahrain,26 Apr 2009,Jenson ButtonBUT,Brawn Mercedes,57,1:31:48.182,https://www.formula1.com/en/results/2009/races/846/bahrain/race-result
2009,Spain,10 May 2009,Jenson ButtonBUT,Brawn Mercedes,66,1:37:19.202,https://www.formula1.com/en/results/2009/races/847/spain/race-result
2009,Monaco,24 May 2009,Jenson ButtonBUT,Brawn Mercedes,78,1:40:44.282,https://www.formula1.com/en/results/2009/races/848/monaco/race-result
2009,Turkey,07 Jun 2009,Jenson ButtonBUT,Brawn Mercedes,58,1:26:24.848,https://www.formula1.com/en/results/2009/races/849/turkey/race-result
2009,Great Britain,21 Jun 2009,Sebastian VettelVET,RBR Renault,60,1:22:49.328,https://www.formula1.com/en/results/2009/races/850/great-britain/race-result
2009,Germany,12 Jul 2009,Mark WebberWEB,RBR Renault,60,1:36:43.310,https://www.formula1.com/en/results/2009/races/851/germany/race-result
2009,Hungary,26 Jul 2009,Lewis HamiltonHAM,McLaren Mercedes,70,1:38:23.876,https://www.formula1.com/en/results/2009/races/852/hungary/race-result
2009,Europe,23 Aug 2009,Rubens BarrichelloBAR,Brawn Mercedes,57,1:35:51.289,https://www.formula1.com/en/results/2009/races/853/europe/race-result
2009,Belgium,30 Aug 2009,Kimi RäikkönenRAI,Ferrari,44,1:23:50.995,https://www.formula1.com/en/results/2009/races/854/belgium/race-result
2009,Italy,13 Sep 2009,Rubens BarrichelloBAR,Brawn Mercedes,53,1:16:21.706,https://www.formula1.com/en/results/2009/races/855/italy/race-result
2009,Singapore,27 Sep 2009,Lewis HamiltonHAM,McLaren Mercedes,61,1:56:06.337,https://www.formula1.com/en/results/2009/races/856/singapore/race-result
2009,Japan,04 Oct 2009,Sebastian VettelVET,RBR Renault,53,1:28:20.443,https://www.formula1.com/en/results/2009/races/857/japan/race-result
2009,Brazil,18 Oct 2009,Mark WebberWEB,RBR Renault,71,1:32:23.081,https://www.formula1.com/en/results/2009/races/858/brazil/race-result
2009,Abu Dhabi,01 Nov 2009,Sebastian VettelVET,RBR Renault,55,1:34:03.414,https://www.formula1.com/en/results/2009/races/859/abu-dhabi/race-result
2010,Bahrain,14 Mar 2010,Fernando AlonsoALO,Ferrari,49,1:39:20.396,https://www.formula1.com/en/results/2010/races/860/bahrain/race-result
2010,Australia,28 Mar 2010,Jenson ButtonBUT,McLaren Mercedes,58,1:33:36.531,https://www.formula1.com/en/results/2010/races/861/australia/race-result
2010,Malaysia,04 Apr 2010,Sebastian VettelVET,RBR Renault,56,1:33:48.412,https://www.formula1.com/en/results/2010/races/862/malaysia/race-result
2010,China,18 Apr 2010,Jenson ButtonBUT,McLaren Mercedes,56,1:46:42.163,https://www.formula1.com/en/results/2010/races/863/china/race-result
2010,Spain,09 May 2010,Mark WebberWEB,RBR Renault,66,1:35:44.101,https://www.formula1.com/en/results/2010/races/864/spain/race-result
2010,Monaco,16 May 2010,Mark WebberWEB,RBR Renault,78,1:50:13.355,https://www.formula1.com/en/results/2010/races/865/monaco/race-result
2010,Turkey,30 May 2010,Lewis HamiltonHAM,McLaren Mercedes,58,1:28:47.620,https://www.formula1.com/en/results/2010/races/866/turkey/race-result
2010,Canada,13 Jun 2010,Lewis HamiltonHAM,McLaren Mercedes,70,1:33:53.456,https://www.formula1.com/en/results/2010/races/867/canada/race-result
2010,Europe,27 Jun 2010,Sebastian VettelVET,RBR Renault,57,1:40:29.571,https://www.formula1.com/en/results/2010/races/868/europe/race-result
2010,Great Britain,11 Jul 2010,Mark WebberWEB,RBR Renault,52,1:24:38.200,https://www.formula1.com/en/results/2010/races/869/great-britain/race-result
2010,Germany,25 Jul 2010,Fernando AlonsoALO,Ferrari,67,1:27:38.864,https://www.formula1.com/en/results/2010/races/870/germany/race-result
2010,Hungary,01 Aug 2010,Mark WebberWEB,RBR Renault,70,1:41:05.571,https://www.formula1.com/en/results/2010/races/871/hungary/race-result
2010,Belgium,29 Aug 2010,Lewis HamiltonHAM,McLaren Mercedes,44,1:29:04.268,https://www.formula1.com/en/results/2010/races/872/belgium/race-result
2010,Italy,12 Sep 2010,Fernando AlonsoALO,Ferrari,53,1:16:24.572,https://www.formula1.com/en/results/2010/races/873/italy/race-result
2010,Singapore,26 Sep 2010,Fernando AlonsoALO,Ferrari,61,1:57:53.579,https://www.formula1.com/en/results/2010/races/874/singapore/race-result
2010,Japan,10 Oct 2010,Sebastian VettelVET,RBR Renault,53,1:30:27.323,https://www.formula1.com/en/results/2010/races/875/japan/race-result
2010,South Korea,24 Oct 2010,Fernando AlonsoALO,Ferrari,55,2:48:20.810,https://www.formula1.com/en/results/2010/races/876/south-korea/race-result
2010,Brazil,07 Nov 2010,Sebastian VettelVET,RBR Renault,71,1:33:11.803,https://www.formula1.com/en/results/2010/races/877/brazil/race-result
2010,Abu Dhabi,14 Nov 2010,Sebastian VettelVET,RBR Renault,55,1:39:36.837,https://www.formula1.com/en/results/2010/races/878/abu-dhabi/race-result
2011,Australia,27 Mar 2011,Sebastian VettelVET,Red Bull Racing Renault,58,1:29:30.259,https://www.formula1.com/en/results/2011/races/28/australia/race-result
2011,Malaysia,10 Apr 2011,Sebastian VettelVET,Red Bull Racing Renault,56,1:37:39.832,https://www.formula1.com/en/results/2011/races/29/malaysia/race-result
2011,China,17 Apr 2011,Lewis HamiltonHAM,McLaren Mercedes,56,1:36:58.226,https://www.formula1.com/en/results/2011/races/30/china/race-result
2011,Turkey,08 May 2011,Sebastian VettelVET,Red Bull Racing Renault,58,1:30:17.558,https://www.formula1.com/en/results/2011/races/31/turkey/race-result
2011,Spain,22 May 2011,Sebastian VettelVET,Red Bull Racing Renault,66,1:39:03.301,https://www.formula1.com/en/results/2011/races/32/spain/race-result
2011,Monaco,29 May 2011,Sebastian VettelVET,Red Bull Racing Renault,78,2:09:38.373,https://www.formula1.com/en/results/2011/races/33/monaco/race-result
2011,Canada,12 Jun 2011,Jenson ButtonBUT,McLaren Mercedes,70,4:04:39.537,https://www.formula1.com/en/results/2011/races/34/canada/race-result
2011,Europe,26 Jun 2011,Sebastian VettelVET,Red Bull Racing Renault,57,1:39:36.169,https://www.formula1.com/en/results/2011/races/35/europe/race-result
2011,Great Britain,10 Jul 2011,Fernando AlonsoALO,Ferrari,52,1:28:41.196,https://www.formula1.com/en/results/2011/races/36/great-britain/race-result
