season,grand_prix,date,winner,constructor,laps,time,url
1977,USA West,03 Apr 1977,Mario AndrettiAND,Lotus Ford,80,1:51:35.470,https://www.formula1.com/en/results/1977/races/377/usa-west/race-result
1977,Spain,08 May 1977,Mario AndrettiAND,Lotus Ford,75,1:42:52.220,https://www.formula1.com/en/results/1977/races/378/spain/race-result
1977,Monaco,22 May 1977,Jody ScheckterSCH,Wolf Ford,76,1:57:52.770,https://www.formula1.com/en/results/1977/races/379/monaco/race-result
1977,Belgium,05 Jun 1977,Gunnar NilssonNIL,Lotus Ford,70,1:55:05.710,https://www.formula1.com/en/results/1977/races/380/belgium/race-result
1977,Sweden,19 Jun 1977,Jacques LaffiteLAF,Ligier Matra,72,1:46:55.520,https://www.formula1.com/en/results/1977/races/381/sweden/race-result
1977,France,03 Jul 1977,Mario AndrettiAND,Lotus Ford,80,1:39:40.130,https://www.formula1.com/en/results/1977/races/382/france/race-result
1977,Great Britain,16 Jul 1977,James HuntHUN,McLaren Ford,68,1:31:46.060,https://www.formula1.com/en/results/1977/races/383/great-britain/race-result
1977,Germany,31 Jul 1977,Niki LaudaLAU,Ferrari,47,1:31:48.620,https://www.formula1.com/en/results/1977/races/384/germany/race-result
1977,Austria,14 Aug 1977,Alan  JonesJON,Shadow Ford,54,1:37:16.490,https://www.formula1.com/en/results/1977/races/385/austria/race-result
1977,Netherlands,28 Aug 1977,Niki LaudaLAU,Ferrari,75,1:41:45.930,https://www.formula1.com/en/results/1977/races/386/netherlands/race-result
1977,Italy,11 Sep 1977,Mario AndrettiAND,Lotus Ford,52,1:27:50.300,https://www.formula1.com/en/results/1977/races/387/italy/race-result
1977,USA East,02 Oct 1977,James HuntHUN,McLaren Ford,59,1:58:23.267,https://www.formula1.com/en/results/1977/races/388/usa-east/race-result
1977,Canada,09 Oct 1977,Jody ScheckterSCH,Wolf Ford,80,1:40:00.000,https://www.formula1.com/en/results/1977/races/389/canada/race-result
1977,Japan,23 Oct 1977,James HuntHUN,McLaren Ford,73,1:31:51.680,https://www.formula1.com/en/results/1977/races/390/japan/race-result
1978,Argentina,15 Jan 1978,Mario AndrettiAND,Lotus Ford,52,1:37:04.470,https://www.formula1.com/en/results/1978/races/391/argentina/race-result
1978,Brazil,29 Jan 1978,Carlos ReutemannREU,Ferrari,63,1:49:59.860,https://www.formula1.com/en/results/1978/races/392/brazil/race-result
1978,South Africa,04 Mar 1978,Ronnie PetersonPET,Lotus Ford,78,1:42:15.767,https://www.formula1.com/en/results/1978/races/393/south-africa/race-result
1978,USA West,02 Apr 1978,Carlos ReutemannREU,Ferrari,80,1:52:01.301,https://www.formula1.com/en/results/1978/races/394/usa-west/race-result
1978,Monaco,07 May 1978,Patrick DepaillerDEP,Tyrrell Ford,75,1:55:14.660,https://www.formula1.com/en/results/1978/races/395/monaco/race-result
1978,Belgium,21 May 1978,Mario AndrettiAND,Lotus Ford,70,1:39:52.020,https://www.formula1.com/en/results/1978/races/396/belgium/race-result
1978,Spain,04 Jun 1978,Mario AndrettiAND,Lotus Ford,75,1:41:47.060,https://www.formula1.com/en/results/1978/races/397/spain/race-result
1978,Sweden,17 Jun 1978,Niki LaudaLAU,Brabham Alfa Romeo,70,1:41:00.606,https://www.formula1.com/en/results/1978/races/398/sweden/race-result
1978,France,02 Jul 1978,Mario AndrettiAND,Lotus Ford,54,1:38:51.920,https://www.formula1.com/en/results/1978/races/399/france/race-result
1978,Great Britain,16 Jul 1978,Carlos ReutemannREU,Ferrari,76,1:42:12.390,https://www.formula1.com/en/results/1978/races/400/great-britain/race-result
1978,Germany,30 Jul 1978,Mario AndrettiAND,Lotus Ford,45,1:28:00.900,https://www.formula1.com/en/results/1978/races/401/germany/race-result
1978,Austria,13 Aug 1978,Ronnie PetersonPET,Lotus Ford,54,1:41:21.570,https://www.formula1.com/en/results/1978/races/402/austria/race-result
1978,Netherlands,27 Aug 1978,Mario AndrettiAND,Lotus Ford,75,1:41:04.230,https://www.formula1.com/en/results/1978/races/403/netherlands/race-result
1978,Italy,10 Sep 1978,Niki LaudaLAU,Brabham Alfa Romeo,40,1:07:04.540,https://www.formula1.com/en/results/1978/races/404/italy/race-result
1978,USA East,01 Oct 1978,Carlos ReutemannREU,Ferrari,59,1:40:48.800,https://www.formula1.com/en/results/1978/races/405/usa-east/race-result
1978,Canada,08 Oct 1978,Gilles VilleneuveVIL,Ferrari,70,1:57:49.196,https://www.formula1.com/en/results/1978/races/406/canada/race-result
1979,Argentina,21 Jan 1979,Jacques LaffiteLAF,Ligier Ford,53,1:36:03.210,https://www.formula1.com/en/results/1979/races/407/argentina/race-result
1979,Brazil,04 Feb 1979,Jacques LaffiteLAF,Ligier Ford,40,1:40:09.640,https://www.formula1.com/en/results/1979/races/408/brazil/race-result
1979,South Africa,03 Mar 1979,Gilles VilleneuveVIL,Ferrari,78,1:41:49.960,https://www.formula1.com/en/results/1979/races/409/south-africa/race-result
1979,USA West,08 Apr 1979,Gilles VilleneuveVIL,Ferrari,80,1:50:25.400,https://www.formula1.com/en/results/1979/races/410/usa-west/race-result
1979,Spain,29 Apr 1979,Patrick DepaillerDEP,Ligier Ford,75,1:39:11.840,https://www.formula1.com/en/results/1979/races/411/spain/race-result
1979,Belgium,13 May 1979,Jody ScheckterSCH,Ferrari,70,1:39:59.530,https://www.formula1.com/en/results/1979/races/412/belgium/race-result
1979,Monaco,27 May 1979,Jody ScheckterSCH,Ferrari,76,1:55:22.480,https://www.formula1.com/en/results/1979/races/413/monaco/race-result
1979,France,01 Jul 1979,Jean-Pierre JabouilleJAB,Renault,80,1:35:20.420,https://www.formula1.com/en/results/1979/races/414/france/race-result
1979,Great Britain,14 Jul 1979,Clay RegazzoniREG,Williams Ford,68,1:26:11.170,https://www.formula1.com/en/results/1979/races/415/great-britain/race-result
1979,Germany,29 Jul 1979,Alan  JonesJON,Williams Ford,45,1:24:48.830,https://www.formula1.com/en/results/1979/races/416/germany/race-result
1979,Austria,12 Aug 1979,Alan  JonesJON,Williams Ford,54,1:27:38.010,https://www.formula1.com/en/results/1979/races/417/austria/race-result
1979,Netherlands,26 Aug 1979,Alan  JonesJON,Williams Ford,75,1:41:19.775,https://www.formula1.com/en/results/1979/races/418/netherlands/race-result
1979,Italy,09 Sep 1979,Jody ScheckterSCH,Ferrari,50,1:22:00.220,https://www.formula1.com/en/results/1979/races/419/italy/race-result
1979,Canada,30 Sep 1979,Alan  JonesJON,Williams Ford,72,1:52:06.892,https://www.formula1.com/en/results/1979/races/420/canada/race-result
1979,USA East,07 Oct 1979,Gilles VilleneuveVIL,Ferrari,59,1:52:17.734,https://www.formula1.com/en/results/1979/races/421/usa-east/race-result
1980,Argentina,13 Jan 1980,Alan  JonesJON,Williams Ford,53,1:43:24.380,https://www.formula1.com/en/results/1980/races/80/argentina/race-result
1980,Brazil,27 Jan 1980,Rene ArnouxARN,Renault,40,1:40:01.330,https://www.formula1.com/en/results/1980/races/81/brazil/race-result
1980,South Africa,01 Mar 1980,Rene ArnouxARN,Renault,78,1:36:52.540,https://www.formula1.com/en/results/1980/races/82/south-africa/race-result
1980,USA West,30 Mar 1980,Nelson PiquetPIQ,Brabham Ford,80,1:50:18.550,https://www.formula1.com/en/results/1980/races/83/usa-west/race-result
1980,Belgium,04 May 1980,Didier PironiPIR,Ligier Ford,72,1:38:46.510,https://www.formula1.com/en/results/1980/races/84/belgium/race-result
1980,Monaco,18 May 1980,Carlos ReutemannREU,Williams Ford,76,1:55:34.365,https://www.formula1.com/en/results/1980/races/85/monaco/race-result
1980,France,29 Jun 1980,Alan  JonesJON,Williams Ford,54,1:32:43.420,https://www.formula1.com/en/results/1980/races/86/france/race-result
1980,Great Britain,13 Jul 1980,Alan  JonesJON,Williams Ford,76,1:34:49.228,https://www.formula1.com/en/results/1980/races/87/great-britain/race-result
1980,Germany,10 Aug 1980,Jacques LaffiteLAF,Ligier Ford,45,1:22:59.730,https://www.formula1.com/en/results/1980/races/88/germany/race-result
1980,Austria,17 Aug 1980,Jean-Pierre JabouilleJAB,Renault,54,1:26:15.730,https://www.formula1.com/en/results/1980/races/89/austria/race-result
1980,Netherlands,31 Aug 1980,Nelson PiquetPIQ,Brabham Ford,72,1:38:13.830,https://www.formula1.com/en/results/1980/races/90/netherlands/race-result
1980,Italy,14 Sep 1980,Nelson PiquetPIQ,Brabham Ford,60,1:38:07.520,https://www.formula1.com/en/results/1980/races/91/italy/race-result
1980,Canada,28 Sep 1980,Alan  JonesJON,Williams Ford,70,1:46:45.530,https://www.formula1.com/en/results/1980/races/92/canada/race-result
1980,USA East,05 Oct 1980,Alan  JonesJON,Williams Ford,59,1:34:36.050,https://www.formula1.com/en/results/1980/races/93/usa-east/race-result
1981,USA West,15 Mar 1981,Alan  JonesJON,Williams Ford,80,1:50:41.330,https://www.formula1.com/en/results/1981/races/422/usa-west/race-result
1981,Brazil,29 Mar 1981,Carlos ReutemannREU,Williams Ford,62,2:00:23.660,https://www.formula1.com/en/results/1981/races/423/brazil/race-result
1981,Argentina,12 Apr 1981,Nelson PiquetPIQ,Brabham Ford,53,1:34:32.740,https://www.formula1.com/en/results/1981/races/424/argentina/race-result
1981,San Marino,03 May 1981,Nelson PiquetPIQ,Brabham Ford,60,1:51:23.970,https://www.formula1.com/en/results/1981/races/425/san-marino/race-result
1981,Belgium,17 May 1981,Carlos ReutemannREU,Williams Ford,54,1:16:31.610,https://www.formula1.com/en/results/1981/races/426/belgium/race-result
1981,Monaco,31 May 1981,Gilles VilleneuveVIL,Ferrari,76,1:54:23.380,https://www.formula1.com/en/results/1981/races/427/monaco/race-result
1981,Spain,21 Jun 1981,Gilles VilleneuveVIL,Ferrari,80,1:46:35.010,https://www.formula1.com/en/results/1981/races/428/spain/race-result
1981,France,05 Jul 1981,Alain ProstPRO,Renault,80,1:35:48.130,https://www.formula1.com/en/results/1981/races/429/france/race-result
1981,Great Britain,18 Jul 1981,John WatsonWAT,McLaren Ford,68,1:26:54.800,https://www.formula1.com/en/results/1981/races/430/great-britain/race-result
1981,Germany,02 Aug 1981,Nelson PiquetPIQ,Brabham Ford,45,1:25:55.600,https://www.formula1.com/en/results/1981/races/431/germany/race-result
1981,Austria,16 Aug 1981,Jacques LaffiteLAF,Ligier Matra,53,1:27:36.470,https://www.formula1.com/en/results/1981/races/432/austria/race-result
1981,Netherlands,30 Aug 1981,Alain ProstPRO,Renault,72,1:40:22.430,https://www.formula1.com/en/results/1981/races/433/netherlands/race-result
1981,Italy,13 Sep 1981,Alain ProstPRO,Renault,52,1:26:33.897,https://www.formula1.com/en/results/1981/races/434/italy/race-result
1981,Canada,27 Sep 1981,Jacques LaffiteLAF,Ligier Matra,63,2:01:25.205,https://www.formula1.com/en/results/1981/races/435/canada/race-result
1981,Caesar's Palace,17 Oct 1981,Alan  JonesJON,Williams Ford,75,1:44:09.077,https://www.formula1.com/en/results/1981/races/436/caesars-palace/race-result
1982,South Africa,23 Jan 1982,Alain ProstPRO,Renault,77,1:32:08.401,https://www.formula1.com/en/results/1982/races/437/south-africa/race-result
1982,Brazil,21 Mar 1982,Alain ProstPRO,Renault,63,1:44:33.134,https://www.formula1.com/en/results/1982/races/438/brazil/race-result
1982,USA West,04 Apr 1982,Niki LaudaLAU,McLaren Ford,75,1:58:25.318,https://www.formula1.com/en/results/1982/races/439/usa-west/race-result
1982,San Marino,25 Apr 1982,Didier PironiPIR,Ferrari,60,1:36:38.887,https://www.formula1.com/en/results/1982/races/440/san-marino/race-result
1982,Belgium,09 May 1982,John WatsonWAT,McLaren Ford,70,1:35:41.995,https://www.formula1.com/en/results/1982/races/441/belgium/race-result
1982,Monaco,23 May 1982,Riccardo PatresePAT,Brabham Ford,76,1:54:11.259,https://www.formula1.com/en/results/1982/races/442/monaco/race-result
1982,Detroit,06 Jun 1982,John WatsonWAT,McLaren Ford,62,1:58:41.043,https://www.formula1.com/en/results/1982/races/443/detroit/race-result
1982,Canada,13 Jun 1982,Nelson PiquetPIQ,Brabham BMW,70,1:46:39.577,https://www.formula1.com/en/results/1982/races/444/canada/race-result
1982,Netherlands,03 Jul 1982,Didier PironiPIR,Ferrari,72,1:38:03.254,https://www.formula1.com/en/results/1982/races/445/netherlands/race-result
1982,Great Britain,18 Jul 1982,Niki LaudaLAU,McLaren Ford,76,1:35:33.812,https://www.formula1.com/en/results/1982/races/446/great-britain/race-result
1982,France,25 Jul 1982,Rene ArnouxARN,Renault,54,1:33:33.217,https://www.formula1.com/en/results/1982/races/447/france/race-result
1982,Germany,08 Aug 1982,Patrick TambayTAM,Ferrari,45,1:27:25.178,https://www.formula1.com/en/results/1982/races/448/germany/race-result
1982,Austria,15 Aug 1982,Elio de AngelisDEA,Lotus Ford,53,1:25:02.212,https://www.formula1.com/en/results/1982/races/449/austria/race-result
1982,Switzerland,29 Aug 1982,Keke RosbergROS,Williams Ford,80,1:32:41.087,https://www.formula1.com/en/results/1982/races/450/switzerland/race-result
1982,Italy,12 Sep 1982,Rene ArnouxARN,Renault,52,1:22:25.734,https://www.formula1.com/en/results/1982/races/451/italy/race-result
1982,Caesar's Palace,25 Sep 1982,Michele AlboretoALB,Tyrrell Ford,75,1:41:56.888,https://www.formula1.com/en/results/1982/races/452/caesars-palace/race-result
1983,Brazil,13 Mar 1983,Nelson PiquetPIQ,Brabham BMW,63,1:48:27.731,https://www.formula1.com/en/results/1983/races/9/brazil/race-result
1983,USA West,27 Mar 1983,John WatsonWAT,McLaren Ford,75,1:53:34.889,https://www.formula1.com/en/results/1983/races/453/usa-west/race-result
1983,France,17 Apr 1983,Alain ProstPRO,Renault,54,1:34:13.913,https://www.formula1.com/en/results/1983/races/454/france/race-result
1983,San Marino,01 May 1983,Patrick TambayTAM,Ferrari,60,1:37:52.460,https://www.formula1.com/en/results/1983/races/455/san-marino/race-result
1983,Monaco,15 May 1983,Keke RosbergROS,Williams Ford,76,1:56:38.121,https://www.formula1.com/en/results/1983/races/456/monaco/race-result
1983,Belgium,22 May 1983,Alain ProstPRO,Renault,40,1:27:11.502,https://www.formula1.com/en/results/1983/races/457/belgium/race-result
1983,Detroit,05 Jun 1983,Michele AlboretoALB,Tyrrell Ford,60,1:50:53.669,https://www.formula1.com/en/results/1983/races/8/detroit/race-result
1983,Canada,12 Jun 1983,Rene ArnouxARN,Ferrari,70,1:48:31.838,https://www.formula1.com/en/results/1983/races/458/canada/race-result
1983,Great Britain,16 Jul 1983,Alain ProstPRO,Renault,67,1:24:39.780,https://www.formula1.com/en/results/1983/races/459/great-britain/race-result
1983,Germany,07 Aug 1983,Rene ArnouxARN,Ferrari,45,1:27:10.319,https://www.formula1.com/en/results/1983/races/460/germany/race-result
1983,Austria,14 Aug 1983,Alain ProstPRO,Renault,53,1:24:32.745,https://www.formula1.com/en/results/1983/races/461/austria/race-result
1983,Netherlands,28 Aug 1983,Rene ArnouxARN,Ferrari,72,1:38:41.950,https://www.formula1.com/en/results/1983/races/462/netherlands/race-result
1983,Italy,11 Sep 1983,Nelson PiquetPIQ,Brabham BMW,52,1:23:10.880,https://www.formula1.com/en/results/1983/races/463/italy/race-result
1983,Europe,25 Sep 1983,Nelson PiquetPIQ,Brabham BMW,76,1:36:45.865,https://www.formula1.com/en/results/1983/races/464/europe/race-result
1983,South Africa,15 Oct 1983,Riccardo PatresePAT,Brabham BMW,77,1:33:25.708,https://www.formula1.com/en/results/1983/races/465/south-africa/race-result
1984,Brazil,25 Mar 1984,Alain ProstPRO,McLaren TAG,61,1:42:34.492,https://www.formula1.com/en/results/1984/races/466/brazil/race-result
1984,South Africa,07 Apr 1984,Niki LaudaLAU,McLaren TAG,75,1:29:23.430,https://www.formula1.com/en/results/1984/races/467/south-africa/race-result
1984,Belgium,29 Apr 1984,Michele AlboretoALB,Ferrari,70,1:36:32.048,https://www.formula1.com/en/results/1984/races/468/belgium/race-result
1984,San Marino,06 May 1984,Alain ProstPRO,McLaren TAG,60,1:36:53.679,https://www.formula1.com/en/results/1984/races/469/san-marino/race-result
1984,France,20 May 1984,Niki LaudaLAU,McLaren TAG,79,1:31:11.951,https://www.formula1.com/en/results/1984/races/470/france/race-result
1984,Monaco,03 Jun 1984,Alain ProstPRO,McLaren TAG,31,1:01:07.740,https://www.formula1.com/en/results/1984/races/471/monaco/race-result
1984,Canada,17 Jun 1984,Nelson PiquetPIQ,Brabham BMW,70,1:46:23.748,https://www.formula1.com/en/results/1984/races/472/canada/race-result
1984,Detroit,24 Jun 1984,Nelson PiquetPIQ,Brabham BMW,63,1:55:41.842,https://www.formula1.com/en/results/1984/races/473/detroit/race-result
1984,Dallas,08 Jul 1984,Keke RosbergROS,Williams Honda,67,2:01:22.617,https://www.formula1.com/en/results/1984/races/474/dallas/race-result
1984,Great Britain,22 Jul 1984,Niki LaudaLAU,McLaren TAG,71,1:29:28.532,https://www.formula1.com/en/results/1984/races/475/great-britain/race-result
1984,Germany,05 Aug 1984,Alain ProstPRO,McLaren TAG,44,1:24:43.210,https://www.formula1.com/en/results/1984/races/476/germany/race-result
1984,Austria,19 Aug 1984,Niki LaudaLAU,McLaren TAG,51,1:21:12.851,https://www.formula1.com/en/results/1984/races/477/austria/race-result
1984,Netherlands,26 Aug 1984,Alain ProstPRO,McLaren TAG,71,1:37:21.468,https://www.formula1.com/en/results/1984/races/478/netherlands/race-result
1984,Italy,09 Sep 1984,Niki LaudaLAU,McLaren TAG,51,1:20:29.065,https://www.formula1.com/en/results/1984/races/479/italy/race-result
1984,Europe,07 Oct 1984,Alain ProstPRO,McLaren TAG,67,1:35:13.284,https://www.formula1.com/en/results/1984/races/480/europe/race-result
1984,Portugal,21 Oct 1984,Alain ProstPRO,McLaren TAG,70,1:41:11.753,https://www.formula1.com/en/results/1984/races/481/portugal/race-result
1985,Brazil,07 Apr 1985,Alain ProstPRO,McLaren TAG,61,1:41:26.115,https://www.formula1.com/en/results/1985/races/482/brazil/race-result
1985,Portugal,21 Apr 1985,Ayrton SennaSEN,Lotus Renault,67,2:00:28.006,https://www.formula1.com/en/results/1985/races/483/portugal/race-result
1985,San Marino,05 May 1985,Elio de AngelisDEA,Lotus Renault,60,1:34:35.955,https://www.formula1.com/en/results/1985/races/484/san-marino/race-result
1985,Monaco,19 May 1985,Alain ProstPRO,McLaren TAG,78,1:51:58.034,https://www.formula1.com/en/results/1985/races/485/monaco/race-result
1985,Canada,16 Jun 1985,Michele AlboretoALB,Ferrari,70,1:46:01.813,https://www.formula1.com/en/results/1985/races/486/canada/race-result
1985,Detroit,23 Jun 1985,Keke RosbergROS,Williams Honda,63,1:55:39.851,https://www.formula1.com/en/results/1985/races/487/detroit/race-result
1985,France,07 Jul 1985,Nelson PiquetPIQ,Brabham BMW,53,1:31:46.266,https://www.formula1.com/en/results/1985/races/488/france/race-result
1985,Great Britain,21 Jul 1985,Alain ProstPRO,McLaren TAG,65,1:18:10.436,https://www.formula1.com/en/results/1985/races/489/great-britain/race-result
1985,Germany,04 Aug 1985,Michele AlboretoALB,Ferrari,67,1:35:31.337,https://www.formula1.com/en/results/1985/races/490/germany/race-result
1985,Austria,18 Aug 1985,Alain ProstPRO,McLaren TAG,52,1:20:12.583,https://www.formula1.com/en/results/1985/races/491/austria/race-result
1985,Netherlands,25 Aug 1985,Niki LaudaLAU,McLaren TAG,70,1:32:29.263,https://www.formula1.com/en/results/1985/races/492/netherlands/race-result
1985,Italy,08 Sep 1985,Alain ProstPRO,McLaren TAG,51,1:17:59.451,https://www.formula1.com/en/results/1985/races/493/italy/race-result
1985,Belgium,15 Sep 1985,Ayrton SennaSEN,Lotus Renault,43,1:34:19.893,https://www.formula1.com/en/results/1985/races/494/belgium/race-result
1985,Europe,06 Oct 1985,Nigel MansellMAN,Williams Honda,75,1:32:58.109,https://www.formula1.com/en/results/1985/races/495/europe/race-result
1985,South Africa,19 Oct 1985,Nigel MansellMAN,Williams Honda,75,1:28:22.866,https://www.formula1.com/en/results/1985/races/496/south-africa/race-result
1985,Australia,03 Nov 1985,Keke RosbergROS,Williams Honda,82,2:00:40.473,https://www.formula1.com/en/results/1985/races/497/australia/race-result
1986,Brazil,23 Mar 1986,Nelson PiquetPIQ,Williams Honda,61,1:39:32.583,https://www.formula1.com/en/results/1986/races/498/brazil/race-result
1986,Spain,13 Apr 1986,Ayrton SennaSEN,Lotus Renault,72,1:48:47.735,https://www.formula1.com/en/results/1986/races/499/spain/race-result
1986,San Marino,27 Apr 1986,Alain ProstPRO,McLaren TAG,60,1:32:28.408,https://www.formula1.com/en/results/1986/races/500/san-marino/race-result
1986,Monaco,11 May 1986,Alain ProstPRO,McLaren TAG,78,1:55:41.060,https://www.formula1.com/en/results/1986/races/501/monaco/race-result
1986,Belgium,25 May 1986,Nigel MansellMAN,Williams Honda,43,1:27:57.925,https://www.formula1.com/en/results/1986/races/502/belgium/race-result
1986,Canada,15 Jun 1986,Nigel MansellMAN,Williams Honda,69,1:42:26.415,https://www.formula1.com/en/results/1986/races/503/canada/race-result
1986,Detroit,22 Jun 1986,Ayrton SennaSEN,Lotus Renault,63,1:51:12.847,https://www.formula1.com/en/results/1986/races/504/detroit/race-result
1986,France,06 Jul 1986,Nigel MansellMAN,Williams Honda,80,1:37:19.272,https://www.formula1.com/en/results/1986/races/505/france/race-result
1986,Great Britain,13 Jul 1986,Nigel MansellMAN,Williams Honda,75,1:30:38.471,https://www.formula1.com/en/results/1986/races/506/great-britain/race-result
1986,Germany,27 Jul 1986,Nelson PiquetPIQ,Williams Honda,44,1:22:08.263,https://www.formula1.com/en/results/1986/races/507/germany/race-result
1986,Hungary,10 Aug 1986,Nelson PiquetPIQ,Williams Honda,76,2:00:34.508,https://www.formula1.com/en/results/1986/races/508/hungary/race-result
1986,Austria,17 Aug 1986,Alain ProstPRO,McLaren TAG,52,1:21:22.531,https://www.formula1.com/en/results/1986/races/509/austria/race-result
1986,Italy,07 Sep 1986,Nelson PiquetPIQ,Williams Honda,51,1:17:42.889,https://www.formula1.com/en/results/1986/races/510/italy/race-result
1986,Portugal,21 Sep 1986,Nigel MansellMAN,Williams Honda,70,1:37:21.900,https://www.formula1.com/en/results/1986/races/511/portugal/race-result
1986,Mexico,12 Oct 1986,Gerhard BergerBER,Benetton BMW,68,1:33:18.700,https://www.formula1.com/en/results/1986/races/512/mexico/race-result
1986,Australia,26 Oct 1986,Alain ProstPRO,McLaren TAG,82,1:54:20.388,https://www.formula1.com/en/results/1986/races/513/australia/race-result
1987,Brazil,12 Apr 1987,Alain ProstPRO,McLaren TAG,61,1:39:45.141,https://www.formula1.com/en/results/1987/races/5/brazil/race-result
1987,San Marino,03 May 1987,Nigel MansellMAN,Williams Honda,59,1:31:24.076,https://www.formula1.com/en/results/1987/races/6/san-marino/race-result
1987,Belgium,17 May 1987,Alain ProstPRO,McLaren TAG,43,1:27:03.217,https://www.formula1.com/en/results/1987/races/7/belgium/race-result
1987,Monaco,31 May 1987,Ayrton SennaSEN,Lotus Honda,78,1:57:54.085,https://www.formula1.com/en/results/1987/races/514/monaco/race-result
1987,Detroit,21 Jun 1987,Ayrton SennaSEN,Lotus Honda,63,1:50:16.358,https://www.formula1.com/en/results/1987/races/515/detroit/race-result
1987,France,05 Jul 1987,Nigel MansellMAN,Williams Honda,80,1:37:03.839,https://www.formula1.com/en/results/1987/races/516/france/race-result
1987,Great Britain,12 Jul 1987,Nigel MansellMAN,Williams Honda,65,1:19:11.780,https://www.formula1.com/en/results/1987/races/517/great-britain/race-result
1987,Germany,26 Jul 1987,Nelson PiquetPIQ,Williams Honda,44,1:21:25.091,https://www.formula1.com/en/results/1987/races/518/germany/race-result
1987,Hungary,09 Aug 1987,Nelson PiquetPIQ,Williams Honda,76,1:59:26.793,https://www.formula1.com/en/results/1987/races/519/hungary/race-result
1987,Austria,16 Aug 1987,Nigel MansellMAN,Williams Honda,52,1:18:44.898,https://www.formula1.com/en/results/1987/races/520/austria/race-result
1987,Italy,06 Sep 1987,Nelson PiquetPIQ,Williams Honda,50,1:14:47.707,https://www.formula1.com/en/results/1987/races/521/italy/race-result
1987,Portugal,20 Sep 1987,Alain ProstPRO,McLaren TAG,70,1:37:03.906,https://www.formula1.com/en/results/1987/races/522/portugal/race-result
1987,Spain,27 Sep 1987,Nigel MansellMAN,Williams Honda,72,1:49:12.692,https://www.formula1.com/en/results/1987/races/523/spain/race-result
1987,Mexico,18 Oct 1987,Nigel MansellMAN,Williams Honda,63,1:26:24.207,https://www.formula1.com/en/results/1987/races/524/mexico/race-result
1987,Japan,01 Nov 1987,Gerhard BergerBER,Ferrari,51,1:32:58.072,https://www.formula1.com/en/results/1987/races/525/japan/race-result
1987,Australia,15 Nov 1987,Gerhard BergerBER,Ferrari,82,1:52:56.144,https://www.formula1.com/en/results/1987/races/526/australia/race-result
1988,Brazil,03 Apr 1988,Alain ProstPRO,McLaren Honda,60,1:36:06.857,https://www.formula1.com/en/results/1988/races/527/brazil/race-result
1988,San Marino,01 May 1988,Ayrton SennaSEN,McLaren Honda,60,1:32:41.264,https://www.formula1.com/en/results/1988/races/528/san-marino/race-result
1988,Monaco,15 May 1988,Alain ProstPRO,McLaren Honda,78,1:57:17.077,https://www.formula1.com/en/results/1988/races/529/monaco/race-result
1988,Mexico,29 May 1988,Alain ProstPRO,McLaren Honda,67,1:30:15.737,https://www.formula1.com/en/results/1988/races/530/mexico/race-result
1988,Canada,12 Jun 1988,Ayrton SennaSEN,McLaren Honda,69,1:39:46.618,https://www.formula1.com/en/results/1988/races/531/canada/race-result
1988,Detroit,19 Jun 1988,Ayrton SennaSEN,McLaren Honda,63,1:54:56.035,https://www.formula1.com/en/results/1988/races/532/detroit/race-result
1988,France,03 Jul 1988,Alain ProstPRO,McLaren Honda,80,1:37:37.328,https://www.formula1.com/en/results/1988/races/533/france/race-result
1988,Great Britain,10 Jul 1988,Ayrton SennaSEN,McLaren Honda,65,1:33:16.367,https://www.formula1.com/en/results/1988/races/534/great-britain/race-result
1988,Germany,24 Jul 1988,Ayrton SennaSEN,McLaren Honda,44,1:32:54.188,https://www.formula1.com/en/results/1988/races/535/germany/race-result
1988,Hungary,07 Aug 1988,Ayrton SennaSEN,McLaren Honda,76,1:57:47.081,https://www.formula1.com/en/results/1988/races/536/hungary/race-result
1988,Belgium,28 Aug 1988,Ayrton SennaSEN,McLaren Honda,43,1:28:00.549,https://www.formula1.com/en/results/1988/races/537/belgium/race-result
1988,Italy,11 Sep 1988,Gerhard BergerBER,Ferrari,51,1:17:39.744,https://www.formula1.com/en/results/1988/races/538/italy/race-result
1988,Portugal,25 Sep 1988,Alain ProstPRO,McLaren Honda,70,1:37:40.958,https://www.formula1.com/en/results/1988/races/539/portugal/race-result
1988,Spain,02 Oct 1988,Alain ProstPRO,McLaren Honda,72,1:48:43.851,https://www.formula1.com/en/results/1988/races/540/spain/race-result
1988,Japan,30 Oct 1988,Ayrton SennaSEN,McLaren Honda,51,1:33:26.173,https://www.formula1.com/en/results/1988/races/541/japan/race-result
1988,Australia,13 Nov 1988,Alain ProstPRO,McLaren Honda,82,1:53:14.676,https://www.formula1.com/en/results/1988/races/542/australia/race-result
1989,Brazil,26 Mar 1989,Nigel MansellMAN,Ferrari,61,1:38:58.744,https://www.formula1.com/en/results/1989/races/543/brazil/race-result
1989,San Marino,23 Apr 1989,Ayrton SennaSEN,McLaren Honda,58,1:26:51.245,https://www.formula1.com/en/results/1989/races/544/san-marino/race-result
1989,Monaco,07 May 1989,Ayrton SennaSEN,McLaren Honda,77,1:53:33.251,https://www.formula1.com/en/results/1989/races/545/monaco/race-result
1989,Mexico,28 May 1989,Ayrton SennaSEN,McLaren Honda,69,1:35:21.431,https://www.formula1.com/en/results/1989/races/546/mexico/race-result
